"Station Name","WHITEHORSE RIVERDALE"
"Province","YUKON TERRITORY"
"Latitude","60.71"
"Longitude","-135.03"
"Elevation","640.10"
"Climate Identifier","2101400"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1996-01-01","1996","01","01","","-7.5","","-15.5","","-11.5","","29.5","","0.0","","0.0","","4.4","","4.4","","23","","","","",""
"1996-01-02","1996","01","02","","-6.5","","-9.0","","-7.8","","25.8","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"1996-01-03","1996","01","03","","-9.5","","-15.0","","-12.3","","30.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-04","1996","01","04","","-18.5","","-22.0","","-20.3","","38.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-05","1996","01","05","","-17.0","","-23.0","","-20.0","","38.0","","0.0","","0.0","","4.0","","4.0","","","M","","","",""
"1996-01-06","1996","01","06","","-16.5","","-21.5","","-19.0","","37.0","","0.0","","0.0","","4.6","","4.6","","","M","","","",""
"1996-01-07","1996","01","07","","-17.5","","-24.5","","-21.0","","39.0","","0.0","","0.0","","1.6","","1.6","","","M","","","",""
"1996-01-08","1996","01","08","","-16.5","","-20.5","","-18.5","","36.5","","0.0","","0.0","","0.6","","0.6","","32","","","","",""
"1996-01-09","1996","01","09","","-20.5","","-21.5","","-21.0","","39.0","","0.0","","0.0","","0.4","","0.4","","","M","","","",""
"1996-01-10","1996","01","10","","-23.0","","-24.5","","-23.8","","41.8","","0.0","","0.0","","2.2","","2.2","","","M","","","",""
"1996-01-11","1996","01","11","","-25.5","","-31.5","","-28.5","","46.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-12","1996","01","12","","-33.0","","-39.0","","-36.0","","54.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-13","1996","01","13","","-40.0","","-45.0","","-42.5","","60.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-14","1996","01","14","","-38.0","","-44.5","","-41.3","","59.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-15","1996","01","15","","-37.5","","-45.0","","-41.3","","59.3","","0.0","","0.0","","0.0","","0.0","","34","","","","",""
"1996-01-16","1996","01","16","","-39.5","","-44.5","","-42.0","","60.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-17","1996","01","17","","-40.5","","-45.0","","-42.8","","60.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-18","1996","01","18","","-42.5","","-46.0","","-44.3","","62.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-19","1996","01","19","","-43.5","","-47.5","","-45.5","","63.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-20","1996","01","20","","-36.0","","-48.0","","-42.0","","60.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-21","1996","01","21","","-31.5","","-39.0","","-35.3","","53.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-22","1996","01","22","","-32.5","","-40.5","","-36.5","","54.5","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"1996-01-23","1996","01","23","","-37.0","","-43.0","","-40.0","","58.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-24","1996","01","24","","-34.0","","-43.5","","-38.8","","56.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-25","1996","01","25","","-33.0","","-41.0","","-37.0","","55.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-26","1996","01","26","","-35.0","","-43.5","","-39.3","","57.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-27","1996","01","27","","-37.5","","-46.5","","-42.0","","60.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-28","1996","01","28","","-35.0","","-47.0","","-41.0","","59.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1996-01-29","1996","01","29","","-25.0","","-39.0","","-32.0","","50.0","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
