"Station Name","WHITEHORSE RIVERDALE"
"Province","YUKON TERRITORY"
"Latitude","60.71"
"Longitude","-135.03"
"Elevation","640.10"
"Climate Identifier","2101400"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1972-01-01","1972","01","01","","-6.7","","-13.9","","-10.3","","28.3","","0.0","","","","","","","","","","","","",""
"1972-01-02","1972","01","02","","-11.1","","-30.0","","-20.6","","38.6","","0.0","","","","","","","","","","","","",""
"1972-01-03","1972","01","03","","-11.1","","-17.8","","-14.5","","32.5","","0.0","","","","","","","","","","","","",""
"1972-01-04","1972","01","04","","-15.6","","-17.8","","-16.7","","34.7","","0.0","","","","","","","","","","","","",""
"1972-01-05","1972","01","05","","-13.9","","-20.0","","-17.0","","35.0","","0.0","","","","","","","","","","","","",""
"1972-01-06","1972","01","06","","-21.7","","-27.8","","-24.8","","42.8","","0.0","","","","","","","","","","","","",""
"1972-01-07","1972","01","07","","-14.4","","-27.8","","-21.1","","39.1","","0.0","","","","","","","","","","","","",""
"1972-01-08","1972","01","08","","-11.1","","-28.9","","-20.0","","38.0","","0.0","","","","","","","","","","","","",""
"1972-01-09","1972","01","09","","-21.7","","-28.9","","-25.3","","43.3","","0.0","","","","","","","","","","","","",""
"1972-01-10","1972","01","10","","-37.8","","-43.3","","-40.6","","58.6","","0.0","","","","","","","","","","","","",""
"1972-01-11","1972","01","11","","-35.0","","-47.8","","-41.4","","59.4","","0.0","","","","","","","","","","","","",""
"1972-01-12","1972","01","12","","-34.4","","-40.6","","-37.5","","55.5","","0.0","","","","","","","","","","","","",""
"1972-01-13","1972","01","13","","-31.1","","-43.9","","-37.5","","55.5","","0.0","","","","","","","","","","","","",""
"1972-01-14","1972","01","14","","-27.2","","-36.1","","-31.7","","49.7","","0.0","","","","","","","","","","","","",""
"1972-01-15","1972","01","15","","-21.7","","-30.6","","-26.2","","44.2","","0.0","","","","","","","","","","","","",""
"1972-01-16","1972","01","16","","-24.4","","-27.8","","-26.1","","44.1","","0.0","","","","","","","","","","","","",""
"1972-01-17","1972","01","17","","-30.0","","-39.4","","-34.7","","52.7","","0.0","","","","","","","","","","","","",""
"1972-01-18","1972","01","18","","-37.8","","-43.9","","-40.9","","58.9","","0.0","","","","","","","","","","","","",""
"1972-01-19","1972","01","19","","-35.0","","-41.7","","-38.4","","56.4","","0.0","","","","","","","","","","","","",""
"1972-01-20","1972","01","20","","-37.8","","-43.3","","-40.6","","58.6","","0.0","","","","","","","","","","","","",""
"1972-01-21","1972","01","21","","-32.8","","-42.8","","-37.8","","55.8","","0.0","","","","","","","","","","","","",""
"1972-01-22","1972","01","22","","-32.8","","-38.9","","-35.9","","53.9","","0.0","","","","","","","","","","","","",""
"1972-01-23","1972","01","23","","-33.3","","-40.6","","-37.0","","55.0","","0.0","","","","","","","","","","","","",""
"1972-01-24","1972","01","24","","-36.1","","-44.4","","-40.3","","58.3","","0.0","","","","","","","","","","","","",""
"1972-01-25","1972","01","25","","-36.1","","-43.9","","-40.0","","58.0","","0.0","","","","","","","","","","","","",""
"1972-01-26","1972","01","26","","-27.8","","-43.9","","-35.9","","53.9","","0.0","","","","","","","","","","","","",""
"1972-01-27","1972","01","27","","-19.4","","-33.9","","-26.7","","44.7","","0.0","","","","","","","","","","","","",""
"1972-01-28","1972","01","28","","-8.9","","-20.6","","-14.8","","32.8","","0.0","","","","","","","","","","","","",""
"1972-01-29","1972","01","29","","2.8","","-18.3","","-7.8","","25.8","","0.0","","","","","","","","","","","","",""
"1972-01-30","1972","01","30","","-7.8","","-21.1","","-14.5","","32.5","","0.0","","","","","","","","","","","","",""
"1972-01-31","1972","01","31","","-14.4","","-27.2","","-20.8","","38.8","","0.0","","","","","","","","","","","","",""
"1972-02-01","1972","02","01","","-12.8","","-23.3","","-18.1","","36.1","","0.0","","","","","","","","","","","","",""
"1972-02-02","1972","02","02","","-11.7","","-21.7","","-16.7","","34.7","","0.0","","","","","","","","","","","","",""
"1972-02-03","1972","02","03","","-12.2","","-14.4","","-13.3","","31.3","","0.0","","","","","","","","","","","","",""
"1972-02-04","1972","02","04","","-20.6","","-31.1","","-25.9","","43.9","","0.0","","","","","","","","","","","","",""
"1972-02-05","1972","02","05","","-25.6","","-38.9","","-32.3","","50.3","","0.0","","","","","","","","","","","","",""
"1972-02-06","1972","02","06","","-25.6","","-35.6","","-30.6","","48.6","","0.0","","","","","","","","","","","","",""
"1972-02-07","1972","02","07","","-15.6","","-30.0","","-22.8","","40.8","","0.0","","","","","","","","","","","","",""
"1972-02-08","1972","02","08","","-4.4","","-31.7","","-18.1","","36.1","","0.0","","","","","","","","","","","","",""
"1972-02-09","1972","02","09","","1.7","","-15.6","","-7.0","","25.0","","0.0","","","","","","","","","","","","",""
"1972-02-10","1972","02","10","","-3.3","","-19.4","","-11.4","","29.4","","0.0","","","","","","","","","","","","",""
"1972-02-11","1972","02","11","","-12.8","","-28.3","","-20.6","","38.6","","0.0","","","","","","","","","","","","",""
"1972-02-12","1972","02","12","","-12.8","","-18.3","","-15.6","","33.6","","0.0","","","","","","","","","","","","",""
"1972-02-13","1972","02","13","","-2.8","","-20.6","","-11.7","","29.7","","0.0","","","","","","","","","","","","",""
"1972-02-14","1972","02","14","","-17.2","","-25.6","","-21.4","","39.4","","0.0","","","","","","","","","","","","",""
