"Station Name","WHITEHORSE RIVERDALE"
"Province","YUKON TERRITORY"
"Latitude","60.71"
"Longitude","-135.03"
"Elevation","640.10"
"Climate Identifier","2101400"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2008-01-01","2008","01","01","†","-8.5","","-27.0","","-17.8","","35.8","","0.0","","0.0","","0.4","","0.4","","20","","","","",""
"2008-01-02","2008","01","02","†","-10.5","","-16.5","","-13.5","","31.5","","0.0","","0.0","","0.6","","0.6","","20","","","","",""
"2008-01-03","2008","01","03","†","-8.5","","-17.0","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"2008-01-04","2008","01","04","†","-15.0","","-24.0","","-19.5","","37.5","","0.0","","0.0","","0.0","T","0.0","T","20","","","","",""
"2008-01-05","2008","01","05","†","-15.0","","-17.0","","-16.0","","34.0","","0.0","","0.0","","1.6","","1.6","","21","","","","",""
"2008-01-06","2008","01","06","†","-17.5","","-27.0","","-22.3","","40.3","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2008-01-07","2008","01","07","†","-14.5","","-22.0","","-18.3","","36.3","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2008-01-08","2008","01","08","†","-13.0","","-21.5","","-17.3","","35.3","","0.0","","0.0","","0.4","","0.4","","21","","","","",""
"2008-01-09","2008","01","09","†","-10.0","","-22.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","22","","","","",""
"2008-01-10","2008","01","10","†","-11.0","","-20.5","","-15.8","","33.8","","0.0","","0.0","","0.0","","0.0","","21","","","","",""
"2008-01-11","2008","01","11","†","-10.5","","-18.0","","-14.3","","32.3","","0.0","","0.0","","0.2","","0.2","","21","","","","",""
"2008-01-12","2008","01","12","†","-4.5","","-17.0","","-10.8","","28.8","","0.0","","0.0","","5.6","","5.6","","21","","","","",""
"2008-01-13","2008","01","13","†","-8.5","","-15.0","","-11.8","","29.8","","0.0","","0.0","","3.6","","3.6","","25","","","","",""
"2008-01-14","2008","01","14","†","-16.0","","-25.0","","-20.5","","38.5","","0.0","","0.0","","0.0","T","0.0","T","28","","","","",""
"2008-01-15","2008","01","15","†","-5.5","","-32.5","","-19.0","","37.0","","0.0","","0.0","","0.0","","0.0","","26","","","","",""
"2008-01-16","2008","01","16","†","4.5","","-16.5","","-6.0","","24.0","","0.0","","0.0","","2.0","","2.0","","26","","","","",""
"2008-01-17","2008","01","17","†","-3.5","","-18.0","","-10.8","","28.8","","0.0","","0.0","","1.6","","1.6","","27","","","","",""
"2008-01-18","2008","01","18","†","-4.5","","-15.5","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"2008-01-19","2008","01","19","†","-13.5","","-20.5","","-17.0","","35.0","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"2008-01-20","2008","01","20","†","-13.5","","-24.0","","-18.8","","36.8","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"2008-01-21","2008","01","21","†","-11.5","","-20.0","","-15.8","","33.8","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"2008-01-22","2008","01","22","†","-2.5","","-18.5","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","29","","","","",""
"2008-01-23","2008","01","23","†","-6.5","","-14.5","","-10.5","","28.5","","0.0","","0.0","","0.2","","0.2","","28","","","","",""
"2008-01-24","2008","01","24","†","-13.5","","-20.0","","-16.8","","34.8","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"2008-01-25","2008","01","25","†","-15.0","","-25.0","","-20.0","","38.0","","0.0","","0.0","","4.0","","4.0","","27","","","","",""
"2008-01-26","2008","01","26","†","-21.0","","-27.0","","-24.0","","42.0","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2008-01-27","2008","01","27","†","-29.5","","-38.5","","-34.0","","52.0","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2008-01-28","2008","01","28","†","-27.5","","-39.0","","-33.3","","51.3","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2008-01-29","2008","01","29","†","-30.5","","-41.0","","-35.8","","53.8","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2008-01-30","2008","01","30","†","-33.5","","-43.0","","-38.3","","56.3","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2008-01-31","2008","01","31","†","-36.0","","-45.5","","-40.8","","58.8","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"2008-02-01","2008","02","01","†","-29.5","","-43.0","","-36.3","","54.3","","0.0","","0.0","","1.0","","1.0","","31","","","","",""
"2008-02-02","2008","02","02","†","-29.5","","-38.0","","-33.8","","51.8","","0.0","","0.0","","0.4","","0.4","","32","","","","",""
"2008-02-03","2008","02","03","†","-24.5","","-36.5","","-30.5","","48.5","","0.0","","0.0","","1.0","","1.0","","32","","","","",""
"2008-02-04","2008","02","04","†","-23.5","","-32.0","","-27.8","","45.8","","0.0","","0.0","","1.6","","1.6","","33","","","","",""
"2008-02-05","2008","02","05","†","-25.5","","-28.5","","-27.0","","45.0","","0.0","","0.0","","0.2","","0.2","","35","","","","",""
"2008-02-06","2008","02","06","†","-29.0","","-37.5","","-33.3","","51.3","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
"2008-02-07","2008","02","07","†","-29.5","","-38.0","","-33.8","","51.8","","0.0","","0.0","","0.0","T","0.0","T","35","","","","",""
"2008-02-08","2008","02","08","†","-31.0","","-43.0","","-37.0","","55.0","","0.0","","0.0","","0.0","","0.0","","35","","","","",""
