"Station Name","WHITEHORSE RIVERDALE"
"Province","YUKON TERRITORY"
"Latitude","60.71"
"Longitude","-135.03"
"Elevation","640.10"
"Climate Identifier","2101400"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1962-01-01","1962","01","01","","4.4","","-3.3","","0.6","","17.4","","0.0","","","","","","","","","","","","",""
"1962-01-02","1962","01","02","","-3.3","","-8.3","","-5.8","","23.8","","0.0","","","","","","","","","","","","",""
"1962-01-03","1962","01","03","","0.6","","-13.3","","-6.4","","24.4","","0.0","","","","","","","","","","","","",""
"1962-01-04","1962","01","04","","-1.1","","-6.1","","-3.6","","21.6","","0.0","","","","","","","","","","","","",""
"1962-01-05","1962","01","05","","-3.3","","-6.7","","-5.0","","23.0","","0.0","","","","","","","","","","","","",""
"1962-01-06","1962","01","06","","-10.6","","-15.0","","-12.8","","30.8","","0.0","","","","","","","","","","","","",""
"1962-01-07","1962","01","07","","-24.4","","-31.7","","-28.1","","46.1","","0.0","","","","","","","","","","","","",""
"1962-01-08","1962","01","08","","-6.1","","-28.3","","-17.2","","35.2","","0.0","","","","","","","","","","","","",""
"1962-01-09","1962","01","09","","2.8","","-12.8","","-5.0","","23.0","","0.0","","","","","","","","","","","","",""
"1962-01-10","1962","01","10","","2.8","","-0.6","","1.1","","16.9","","0.0","","","","","","","","","","","","",""
