"Station Name","WHITEHORSE RIVERDALE"
"Province","YUKON TERRITORY"
"Latitude","60.71"
"Longitude","-135.03"
"Elevation","640.10"
"Climate Identifier","2101400"
"WMO Identifier",""
"TC Identifier",""

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1994-01-01","1994","01","01","","-13.0","","-14.5","","-13.8","","31.8","","0.0","","0.0","","0.0","","0.0","","18","","","","",""
"1994-01-02","1994","01","02","","-13.0","","-17.0","","-15.0","","33.0","","0.0","","0.0","","0.4","","0.4","","18","","","","",""
"1994-01-03","1994","01","03","","-13.5","","-15.0","","-14.3","","32.3","","0.0","","0.0","","1.0","","1.0","","18","","","","",""
"1994-01-04","1994","01","04","","-14.0","","-20.5","","-17.3","","35.3","","0.0","","0.0","","0.4","","0.4","","19","","","","",""
"1994-01-05","1994","01","05","","-16.0","","-29.5","","-22.8","","40.8","","0.0","","0.0","","4.4","","4.4","","19","","","","",""
"1994-01-06","1994","01","06","","-20.0","","-23.5","","-21.8","","39.8","","0.0","","0.0","","1.6","","1.6","","23","","","","",""
"1994-01-07","1994","01","07","","-24.0","","-27.5","","-25.8","","43.8","","0.0","","0.0","","3.0","","3.0","","25","","","","",""
"1994-01-08","1994","01","08","","-27.5","","-34.0","","-30.8","","48.8","","0.0","","0.0","","0.4","","0.4","","28","","","","",""
"1994-01-09","1994","01","09","","-32.5","","-39.0","","-35.8","","53.8","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"1994-01-10","1994","01","10","","-29.5","","-38.5","","-34.0","","52.0","","0.0","","0.0","","0.0","","0.0","","28","","","","",""
"1994-01-11","1994","01","11","","-24.0","","-31.0","","-27.5","","45.5","","0.0","","0.0","","3.0","","3.0","","","M","","","",""
"1994-01-12","1994","01","12","","-19.0","","-28.5","","-23.8","","41.8","","0.0","","0.0","","5.4","","5.4","","","M","","","",""
"1994-01-13","1994","01","13","","-17.5","","-21.5","","-19.5","","37.5","","0.0","","0.0","","4.4","","4.4","","","M","","","",""
"1994-01-14","1994","01","14","","-17.0","","-19.0","","-18.0","","36.0","","0.0","","0.0","","5.6","","5.6","","","M","","","",""
"1994-01-15","1994","01","15","","-18.5","","-27.5","","-23.0","","41.0","","0.0","","0.0","","0.6","","0.6","","","M","","","",""
"1994-01-16","1994","01","16","","-16.0","","-32.5","","-24.3","","42.3","","0.0","","0.0","","1.0","","1.0","","","M","","","",""
"1994-01-17","1994","01","17","","-12.5","","-24.0","","-18.3","","36.3","","0.0","","0.0","","0.0","","0.0","","41","","","","",""
"1994-01-18","1994","01","18","","-11.5","","-15.5","","-13.5","","31.5","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1994-01-19","1994","01","19","","-14.0","","-23.0","","-18.5","","36.5","","0.0","","0.0","","0.6","","0.6","","","M","","","",""
"1994-01-20","1994","01","20","","-15.0","","-23.5","","-19.3","","37.3","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"1994-01-21","1994","01","21","","-15.0","","-21.5","","-18.3","","36.3","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"1994-01-22","1994","01","22","","-13.0","","-20.5","","-16.8","","34.8","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"1994-01-23","1994","01","23","","-11.5","","-19.0","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","T","","M","","","",""
"1994-01-24","1994","01","24","","-6.0","","-20.0","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
