"Station Name","IQALUIT CLIMATE"
"Province","NUNAVUT"
"Latitude","63.75"
"Longitude","-68.54"
"Elevation","33.50"
"Climate Identifier","2402592"
"WMO Identifier","71321"
"TC Identifier","XFB"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2009-01-01","2009","01","01","†","-11.1","","-19.1","","-15.1","","33.1","","0.0","","","M","","M","0.0","","","","32","","37",""
"2009-01-02","2009","01","02","†","-15.7","","-26.3","","-21.0","","39.0","","0.0","","","M","","M","0.2","","","","29","","48",""
"2009-01-03","2009","01","03","†","-21.8","","-25.9","","-23.9","","41.9","","0.0","","","M","","M","0.2","","","","28","","65",""
"2009-01-04","2009","01","04","†","-18.5","","-23.2","","-20.9","","38.9","","0.0","","","M","","M","0.0","","","","35","","46",""
"2009-01-05","2009","01","05","†","-4.3","","-23.5","","-13.9","","31.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-06","2009","01","06","†","-3.6","","-13.7","","-8.7","","26.7","","0.0","","","M","","M","0.0","","","","31","","37",""
"2009-01-07","2009","01","07","†","-3.5","","-19.6","","-11.6","","29.6","","0.0","","","M","","M","0.0","","","","9","","32",""
"2009-01-08","2009","01","08","†","-16.2","","-28.0","","-22.1","","40.1","","0.0","","","M","","M","0.0","","","","30","","50",""
"2009-01-09","2009","01","09","†","-24.4","","-28.5","","-26.5","","44.5","","0.0","","","M","","M","0.0","","","","32","","54",""
"2009-01-10","2009","01","10","†","-24.9","","-30.0","","-27.5","","45.5","","0.0","","","M","","M","0.2","","","","33","","39",""
"2009-01-11","2009","01","11","†","-21.9","","-26.9","","-24.4","","42.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-12","2009","01","12","†","-23.8","","-28.5","","-26.2","","44.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-13","2009","01","13","†","-25.3","","-30.6","","-28.0","","46.0","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-14","2009","01","14","†","-27.4","","-36.4","","-31.9","","49.9","","0.0","","","M","","M","0.2","","","","","","<31",""
"2009-01-15","2009","01","15","†","-15.8","","-33.7","","-24.8","","42.8","","0.0","","","M","","M","0.2","","","","23","","46",""
"2009-01-16","2009","01","16","†","-18.0","","-29.9","","-24.0","","42.0","","0.0","","","M","","M","0.0","","","","25","","46",""
"2009-01-17","2009","01","17","†","-25.8","","-33.8","","-29.8","","47.8","","0.0","","","M","","M","0.0","","","","28","","33",""
"2009-01-18","2009","01","18","†","-20.0","","-32.4","","-26.2","","44.2","","0.0","","","M","","M","0.4","","","","28","","37",""
"2009-01-19","2009","01","19","†","-29.4","","-35.0","","-32.2","","50.2","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-20","2009","01","20","†","-30.0","","-35.6","","-32.8","","50.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-21","2009","01","21","†","-22.9","","-35.5","","-29.2","","47.2","","0.0","","","M","","M","0.0","","","","33","","48",""
"2009-01-22","2009","01","22","†","-27.3","","-30.3","","-28.8","","46.8","","0.0","","","M","","M","0.0","","","","31","","54",""
"2009-01-23","2009","01","23","†","-24.7","","-28.6","","-26.7","","44.7","","0.0","","","M","","M","0.0","","","","31","","48",""
"2009-01-24","2009","01","24","†","-21.2","","-26.7","","-24.0","","42.0","","0.0","","","M","","M","0.0","","","","32","","33",""
"2009-01-25","2009","01","25","†","-20.0","","-26.1","","-23.1","","41.1","","0.0","","","M","","M","0.0","","","","28","","44",""
"2009-01-26","2009","01","26","†","-19.0","","-22.9","","-21.0","","39.0","","0.0","","","M","","M","0.2","","","","32","","41",""
"2009-01-27","2009","01","27","†","-21.6","","-27.0","","-24.3","","42.3","","0.0","","","M","","M","0.0","","","","17","","43",""
"2009-01-28","2009","01","28","†","-24.2","","-27.6","","-25.9","","43.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-29","2009","01","29","†","-23.2","","-28.5","","-25.9","","43.9","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-30","2009","01","30","†","-23.3","","-32.3","","-27.8","","45.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-01-31","2009","01","31","†","-26.3","","-32.5","","-29.4","","47.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2009-02-01","2009","02","01","†","-19.0","","-29.2","","-24.1","","42.1","","0.0","","","M","","M","0.4","","","","","","<31",""
"2009-02-02","2009","02","02","†","-10.0","","-21.9","","-16.0","","34.0","","0.0","","","M","","M","0.0","","","","3","","32",""
"2009-02-03","2009","02","03","†","-17.7","","-23.6","","-20.7","","38.7","","0.0","","","M","","M","0.0","","","","32","","50",""
"2009-02-04","2009","02","04","†","-19.6","","-23.2","","-21.4","","39.4","","0.0","","","M","","M","0.2","","","","33","","44",""
"2009-02-05","2009","02","05","†","-21.4","","-28.3","","-24.9","","42.9","","0.0","","","M","","M","0.0","","","","31","","41",""
"2009-02-06","2009","02","06","†","-24.0","","-29.5","","-26.8","","44.8","","0.0","","","M","","M","0.0","","","","19","","33",""
