"Station Name","IQALUIT CLIMATE"
"Province","NUNAVUT"
"Latitude","63.75"
"Longitude","-68.54"
"Elevation","33.50"
"Climate Identifier","2402592"
"WMO Identifier","71321"
"TC Identifier","XFB"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2006-01-01","2006","01","01","","-21.6","","-28.7","","-25.2","","43.2","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-02","2006","01","02","","-26.7","","-31.2","","-29.0","","47.0","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-03","2006","01","03","","-26.8","","-33.7","","-30.3","","48.3","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-04","2006","01","04","","-30.4","","-35.0","","-32.7","","50.7","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-05","2006","01","05","","-28.3","","-32.4","","-30.4","","48.4","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-06","2006","01","06","","-18.8","","-28.9","","-23.9","","41.9","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-07","2006","01","07","","-16.5","","-26.3","","-21.4","","39.4","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-08","2006","01","08","","-23.7","","-29.4","","-26.6","","44.6","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-09","2006","01","09","","-17.8","","-24.9","","-21.4","","39.4","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-10","2006","01","10","","-18.6","","-32.2","","-25.4","","43.4","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-11","2006","01","11","","-25.0","","-32.2","","-28.6","","46.6","","0.0","","0.0","","0.0","","0.0","","","M","","","",""
"2006-01-12","2006","01","12","","-18.2","","-25.4","","-21.8","","39.8","","0.0","","0.0","","5.0","","5.0","","","M","","","",""
"2006-01-13","2006","01","13","","-15.9","","-25.6","","-20.8","","38.8","","0.0","","0.0","","2.0","","2.0","","1","","","","",""
"2006-01-14","2006","01","14","","-22.8","","-33.8","","-28.3","","46.3","","0.0","","0.0","","1.0","","1.0","","1","","","","",""
