"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1986-01-01","1986","01","01","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-02","1986","01","02","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-03","1986","01","03","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-04","1986","01","04","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-05","1986","01","05","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-06","1986","01","06","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-07","1986","01","07","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-08","1986","01","08","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-09","1986","01","09","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-10","1986","01","10","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-11","1986","01","11","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-12","1986","01","12","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-13","1986","01","13","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-14","1986","01","14","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-15","1986","01","15","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-16","1986","01","16","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-17","1986","01","17","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-18","1986","01","18","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-19","1986","01","19","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-20","1986","01","20","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-21","1986","01","21","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-22","1986","01","22","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-23","1986","01","23","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-24","1986","01","24","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-25","1986","01","25","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-26","1986","01","26","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-27","1986","01","27","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-28","1986","01","28","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-29","1986","01","29","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-30","1986","01","30","","","","","","","","","","","","","","","","","","","","","","",""
"1986-01-31","1986","01","31","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-01","1986","02","01","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-02","1986","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-03","1986","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-04","1986","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-05","1986","02","05","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-06","1986","02","06","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-07","1986","02","07","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-08","1986","02","08","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-09","1986","02","09","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-10","1986","02","10","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-11","1986","02","11","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-12","1986","02","12","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-13","1986","02","13","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-14","1986","02","14","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-15","1986","02","15","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-16","1986","02","16","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-17","1986","02","17","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-18","1986","02","18","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-19","1986","02","19","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-20","1986","02","20","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-21","1986","02","21","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-22","1986","02","22","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-23","1986","02","23","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-24","1986","02","24","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-25","1986","02","25","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-26","1986","02","26","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-27","1986","02","27","","","","","","","","","","","","","","","","","","","","","","",""
"1986-02-28","1986","02","28","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-01","1986","03","01","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-02","1986","03","02","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-03","1986","03","03","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-04","1986","03","04","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-05","1986","03","05","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-06","1986","03","06","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-07","1986","03","07","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-08","1986","03","08","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-09","1986","03","09","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-10","1986","03","10","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-11","1986","03","11","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-12","1986","03","12","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-13","1986","03","13","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-14","1986","03","14","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-15","1986","03","15","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-16","1986","03","16","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-17","1986","03","17","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-18","1986","03","18","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-19","1986","03","19","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-20","1986","03","20","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-21","1986","03","21","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-22","1986","03","22","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-23","1986","03","23","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-24","1986","03","24","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-25","1986","03","25","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-26","1986","03","26","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-27","1986","03","27","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-28","1986","03","28","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-29","1986","03","29","","","","","","","","","","","","","","","","","","","","","","",""
"1986-03-30","1986","03","30","","","","","","","","","","","","","","","","","","","","","","",""
