"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1992-01-01","1992","01","01","","-0.8","","-3.4","","-2.1","","20.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1992-01-02","1992","01","02","","1.4","","-2.0","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1992-01-03","1992","01","03","","4.9","","-0.4","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","0","T","","","<31",""
"1992-01-04","1992","01","04","","5.0","","2.1","","3.6","","14.4","","0.0","","0.0","T","0.0","","0.0","T","0","T","","","<31",""
"1992-01-05","1992","01","05","","4.4","","-0.9","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","0","T","35","","33","E"
"1992-01-06","1992","01","06","","2.0","","-1.0","","0.5","","17.5","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","44","E"
"1992-01-07","1992","01","07","","2.9","","-6.4","","-1.8","","19.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","31","","44","E"
"1992-01-08","1992","01","08","","-3.4","","-9.4","","-6.4","","24.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","","","<31",""
"1992-01-09","1992","01","09","","6.0","","-3.8","","1.1","","16.9","","0.0","","0.0","T","0.0","T","0.0","T","0","","","","<31",""
"1992-01-10","1992","01","10","","1.4","","-4.7","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"1992-01-11","1992","01","11","","-2.1","","-6.0","","-4.1","","22.1","","0.0","","0.0","","2.6","","3.1","","1","","","","<31",""
"1992-01-12","1992","01","12","","6.0","","-4.7","","0.7","","17.3","","0.0","","0.0","T","0.0","T","0.0","T","0","","22","","46","E"
"1992-01-13","1992","01","13","","4.5","","1.0","","2.8","","15.2","","0.0","","0.2","","0.0","","0.2","","0","","","","<31",""
"1992-01-14","1992","01","14","","2.4","","-14.4","","-6.0","","24.0","","0.0","","6.2","","9.0","","14.2","","1","","35","","111","E"
"1992-01-15","1992","01","15","","-14.4","","-20.0","","-17.2","","35.2","","0.0","","0.0","","0.0","T","0.0","T","9","","32","","37","E"
"1992-01-16","1992","01","16","","-11.8","","-24.0","","-17.9","","35.9","","0.0","","0.0","","0.2","","0.2","","9","","26","","43","E"
"1992-01-17","1992","01","17","","-3.0","","-11.8","","-7.4","","25.4","","0.0","","0.0","","6.4","","6.4","","10","","27","","57","E"
"1992-01-18","1992","01","18","","-10.8","","-16.8","","-13.8","","31.8","","0.0","","0.0","","1.1","","1.1","","12","","27","","44","E"
"1992-01-19","1992","01","19","","-10.0","","-17.4","","-13.7","","31.7","","0.0","","0.0","","1.6","","1.6","","10","","22","","41","E"
"1992-01-20","1992","01","20","","-7.2","","-14.7","","-11.0","","29.0","","0.0","","0.0","","0.6","","0.6","","11","","","","<31",""
"1992-01-21","1992","01","21","","-1.4","","-11.0","","-6.2","","24.2","","0.0","","0.0","T","0.4","","0.4","","12","","","","<31",""
"1992-01-22","1992","01","22","","-2.4","","-17.1","","-9.8","","27.8","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"1992-01-23","1992","01","23","","3.4","","-2.4","","0.5","","17.5","","0.0","","6.4","","0.8","","7.2","","10","","24","","44","E"
"1992-01-24","1992","01","24","","1.5","","-18.0","","-8.3","","26.3","","0.0","","0.0","","1.4","","1.2","","5","","31","","65","E"
