"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2000-01-01","2000","01","01","","7.3","","-2.5","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","0","","23","E","41","E"
"2000-01-02","2000","01","02","","11.1","","-3.4","","3.9","","14.1","","0.0","","3.6","","0.0","","3.6","","0","","","","<31",""
"2000-01-03","2000","01","03","","9.7","","-2.3","","3.7","","14.3","","0.0","","1.0","","0.0","T","1.0","","0","","","","<31",""
"2000-01-04","2000","01","04","","9.5","","-7.3","","1.1","","16.9","","0.0","","2.6","","0.0","T","2.6","","0","","27","E","65","E"
"2000-01-05","2000","01","05","","-4.8","","-10.2","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","0","","","","<31",""
"2000-01-06","2000","01","06","","1.6","","-5.4","","-1.9","","19.9","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2000-01-07","2000","01","07","","0.9","","-4.3","","-1.7","","19.7","","0.0","","0.0","","0.0","T","0.0","T","0","","29","E","52","E"
"2000-01-08","2000","01","08","","9.4","","-7.3","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","0","","21","E","56","E"
"2000-01-09","2000","01","09","","3.8","","1.2","","2.5","","15.5","","0.0","","1.0","","0.0","","1.0","","0","","","","<31",""
"2000-01-10","2000","01","10","","6.8","","1.9","","4.4","","13.6","","0.0","","10.0","","0.0","","10.0","","0","","23","E","50","E"
"2000-01-11","2000","01","11","","5.1","","0.0","","2.6","","15.4","","0.0","","0.0","T","0.0","T","0.0","T","0","","30","","65",""
"2000-01-12","2000","01","12","","0.1","","-5.6","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","T","0","T","30","","37",""
"2000-01-13","2000","01","13","","-5.6","","-15.7","","-10.7","","28.7","","0.0","","0.0","","4.4","","4.4","","3","","33","","56",""
"2000-01-14","2000","01","14","","-9.2","","-16.6","","-12.9","","30.9","","0.0","","0.0","","0.0","T","0.0","T","2","","","","<31",""
"2000-01-15","2000","01","15","","-0.1","","-10.6","","-5.4","","23.4","","0.0","","0.0","","1.0","","1.0","","3","","","","<31",""
"2000-01-16","2000","01","16","","1.3","","-19.6","","-9.2","","27.2","","0.0","","0.0","","0.0","T","0.0","T","6","","33","E","74","E"
"2000-01-17","2000","01","17","","-15.3","","-22.8","","-19.1","","37.1","","0.0","","0.0","","0.0","","0.0","","1","","34","E","33","E"
"2000-01-18","2000","01","18","","-9.3","","-17.4","","-13.4","","31.4","","0.0","","0.0","","1.2","","1.2","","0","T","","","<31",""
"2000-01-19","2000","01","19","","-1.5","","-17.6","","-9.6","","27.6","","0.0","","0.0","","4.3","","3.1","","5","","","","<31",""
"2000-01-20","2000","01","20","","-5.9","","-19.9","","-12.9","","30.9","","0.0","","0.0","","4.2","","3.4","","6","","31","E","41","E"
"2000-01-21","2000","01","21","","-16.0","","-22.8","","-19.4","","37.4","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"2000-01-22","2000","01","22","","-13.4","","-25.4","","-19.4","","37.4","","0.0","","0.0","","0.0","T","0.0","T","6","","","","<31",""
"2000-01-23","2000","01","23","","-2.4","","-13.6","","-8.0","","26.0","","0.0","","0.0","","2.0","","2.2","","9","","28","","35",""
"2000-01-24","2000","01","24","","-5.7","","-17.1","","-11.4","","29.4","","0.0","","0.0","","0.0","","0.0","","10","","26","E","37","E"
"2000-01-25","2000","01","25","","-7.0","","-18.3","","-12.7","","30.7","","0.0","","0.0","","0.0","T","0.0","T","10","","","","<31",""
"2000-01-26","2000","01","26","","-6.9","","-18.3","","-12.6","","30.6","","0.0","","0.0","","0.0","T","0.0","T","9","","34","E","52","E"
"2000-01-27","2000","01","27","","-13.0","","-21.3","","-17.2","","35.2","","0.0","","0.0","","0.0","","0.0","","8","","33","E","56","E"
"2000-01-28","2000","01","28","","-7.6","","-19.5","","-13.6","","31.6","","0.0","","0.0","","0.0","","0.0","","8","","32","E","50","E"
"2000-01-29","2000","01","29","","0.7","","-17.8","","-8.6","","26.6","","0.0","","0.0","","0.0","","0.0","","7","","","","<31",""
"2000-01-30","2000","01","30","","0.4","","-9.0","","-4.3","","22.3","","0.0","","0.0","","0.4","","0.4","","6","","","","<31",""
"2000-01-31","2000","01","31","","-1.4","","-4.0","","-2.7","","20.7","","0.0","","0.0","","1.1","","0.8","","6","","24","E","37","E"
"2000-02-01","2000","02","01","","-3.8","","-11.7","","-7.8","","25.8","","0.0","","0.0","","4.4","","3.4","","7","","32","","46",""
"2000-02-02","2000","02","02","","-6.5","","-16.0","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"2000-02-03","2000","02","03","","-2.0","","-7.8","","-4.9","","22.9","","0.0","","0.0","","5.8","","4.8","","11","","","","<31",""
"2000-02-04","2000","02","04","","-5.5","","-11.6","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","11","","","","<31",""
"2000-02-05","2000","02","05","","-1.9","","-12.6","","-7.3","","25.3","","0.0","","0.0","","2.6","","2.6","","11","","28","","43",""
"2000-02-06","2000","02","06","","0.0","","-11.9","","-6.0","","24.0","","0.0","","0.0","","0.0","","0.0","","12","","24","","46",""
"2000-02-07","2000","02","07","","-0.2","","-13.3","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","12","","34","E","46","E"
