"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2001-01-01","2001","01","01","","-10.2","","-18.3","","-14.3","","32.3","","0.0","","0.0","","0.0","T","0.0","T","35","","","","<31",""
"2001-01-02","2001","01","02","","-4.8","","-20.5","","-12.7","","30.7","","0.0","","0.0","","0.0","T","0.0","T","33","","","","<31",""
"2001-01-03","2001","01","03","","-4.7","","-10.2","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","T","34","","21","","59",""
"2001-01-04","2001","01","04","","-3.0","","-7.2","","-5.1","","23.1","","0.0","","0.0","","0.6","","0.6","","34","","18","","48",""
"2001-01-05","2001","01","05","","0.5","","-3.8","","-1.7","","19.7","","0.0","","0.0","","9.0","","8.2","","41","","17","","50",""
"2001-01-06","2001","01","06","","-2.0","","-8.5","","-5.3","","23.3","","0.0","","0.0","","0.2","","0.2","","37","","32","","54",""
"2001-01-07","2001","01","07","","-2.0","","-6.0","","-4.0","","22.0","","0.0","","0.0","","1.2","","1.2","","39","","","","<31",""
"2001-01-08","2001","01","08","","-4.0","","-14.8","","-9.4","","27.4","","0.0","","0.0","","0.8","","0.8","","38","","","","<31",""
"2001-01-09","2001","01","09","","-0.8","","-19.3","","-10.1","","28.1","","0.0","","0.0","","0.0","T","0.0","T","38","","27","E","46","E"
"2001-01-10","2001","01","10","","-0.3","","-7.1","","-3.7","","21.7","","0.0","","0.0","","0.0","T","0.0","T","37","","","","<31",""
"2001-01-11","2001","01","11","","3.9","","-10.6","","-3.4","","21.4","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"2001-01-12","2001","01","12","","-0.7","","-12.4","","-6.6","","24.6","","0.0","","0.0","","0.0","","0.0","","33","","","","<31",""
"2001-01-13","2001","01","13","","2.3","","-9.9","","-3.8","","21.8","","0.0","","0.0","T","0.0","T","0.0","T","32","","","","<31",""
"2001-01-14","2001","01","14","","0.4","","-0.8","","-0.2","","18.2","","0.0","","0.0","T","0.0","T","0.0","T","29","","8","E","33","E"
"2001-01-15","2001","01","15","","1.1","","-1.4","","-0.2","","18.2","","0.0","","0.5","","0.0","T","0.5","","27","","","","<31",""
"2001-01-16","2001","01","16","","2.0","","-3.7","","-0.9","","18.9","","0.0","","0.4","","1.4","","1.8","","25","","27","E","33","E"
"2001-01-17","2001","01","17","","-3.6","","-7.9","","-5.8","","23.8","","0.0","","0.0","","0.0","T","0.0","T","27","","","","<31",""
"2001-01-18","2001","01","18","","0.3","","-8.0","","-3.9","","21.9","","0.0","","0.0","","0.0","T","0.0","T","26","","20","","50",""
"2001-01-19","2001","01","19","","1.1","","-15.8","","-7.4","","25.4","","0.0","","0.0","T","0.0","T","0.0","T","26","","33","","37",""
"2001-01-20","2001","01","20","","-8.4","","-20.6","","-14.5","","32.5","","0.0","","0.0","","0.0","","0.0","","26","","","","<31",""
"2001-01-21","2001","01","21","","-3.0","","-16.2","","-9.6","","27.6","","0.0","","0.0","","0.0","T","0.0","T","26","","","","<31",""
"2001-01-22","2001","01","22","","-1.5","","-4.8","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","26","","","","<31",""
"2001-01-23","2001","01","23","","0.3","","-4.2","","-2.0","","20.0","","0.0","","0.0","","0.0","T","0.0","T","26","","","","<31",""
"2001-01-24","2001","01","24","","0.3","","-6.6","","-3.2","","21.2","","0.0","","0.0","","0.0","T","0.0","T","27","","","","<31",""
"2001-01-25","2001","01","25","","-4.2","","-13.4","","-8.8","","26.8","","0.0","","0.0","","0.0","T","0.0","T","28","","","","<31",""
"2001-01-26","2001","01","26","","-2.3","","-8.9","","-5.6","","23.6","","0.0","","0.0","","2.0","","2.0","","28","","19","","33",""
"2001-01-27","2001","01","27","","-2.0","","-5.5","","-3.8","","21.8","","0.0","","0.0","","1.8","","1.0","","31","","32","","41",""
"2001-01-28","2001","01","28","","-1.2","","-6.8","","-4.0","","22.0","","0.0","","0.0","","0.4","","0.4","","31","","","","<31",""
"2001-01-29","2001","01","29","","-0.3","","-7.4","","-3.9","","21.9","","0.0","","0.0","T","0.0","T","0.0","T","31","","","","<31",""
