"Station Name","TORONTO BUTTONVILLE A"
"Province","ONTARIO"
"Latitude","43.86"
"Longitude","-79.37"
"Elevation","198.10"
"Climate Identifier","615HMAK"
"WMO Identifier","71639"
"TC Identifier","YKZ"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only preliminary quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2007-01-01","2007","01","01","","9.6","","1.1","","5.4","","12.6","","0.0","","0.0","T","0.0","","0.0","T","0","","32","E","50","E"
"2007-01-02","2007","01","02","","6.3","","-1.5","","2.4","","15.6","","0.0","","0.0","","0.0","","0.0","","0","","","","<31",""
"2007-01-03","2007","01","03","","7.7","","-1.6","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","0","","22","E","33","E"
"2007-01-04","2007","01","04","","11.3","","3.8","","7.6","","10.4","","0.0","","5.4","","0.0","","5.4","","0","","22","E","48","E"
"2007-01-05","2007","01","05","","11.0","","7.3","","9.2","","8.8","","0.0","","9.0","","0.0","","9.0","","0","","","","<31",""
"2007-01-06","2007","01","06","","8.8","","2.5","","5.7","","12.3","","0.0","","5.2","","0.0","","5.2","","0","","28","E","39","E"
"2007-01-07","2007","01","07","","4.6","","1.8","","3.2","","14.8","","0.0","","1.0","","0.0","T","1.0","","0","","13","E","37","E"
"2007-01-08","2007","01","08","","4.7","","-0.5","","2.1","","15.9","","0.0","","4.6","","0.2","","4.8","","0","","27","E","61","E"
"2007-01-09","2007","01","09","","1.6","","-5.7","","-2.1","","20.1","","0.0","","0.0","","0.4","","0.4","","0","","28","E","46","E"
"2007-01-10","2007","01","10","","-2.9","","-7.7","","-5.3","","23.3","","0.0","","0.0","","0.4","","0.4","","0","T","32","E","35","E"
"2007-01-11","2007","01","11","","6.4","","-8.8","","-1.2","","19.2","","0.0","","0.0","","0.0","T","0.0","T","0","T","20","E","48","E"
"2007-01-12","2007","01","12","","6.9","","2.3","","4.6","","13.4","","0.0","","3.4","","0.0","","3.4","","0","","24","E","41","E"
"2007-01-13","2007","01","13","","3.6","","-4.4","","-0.4","","18.4","","0.0","","0.0","T","0.0","T","0.0","T","0","T","35","E","37","E"
"2007-01-14","2007","01","14","","-1.3","","-3.6","","-2.5","","20.5","","0.0","","0.0","","1.8","","2.0","","0","T","","","<31",""
"2007-01-15","2007","01","15","","-2.6","","-7.4","","-5.0","","23.0","","0.0","","3.0","","10.2","","13.2","","2","","7","E","35","E"
"2007-01-16","2007","01","16","","-7.3","","-13.1","","-10.2","","28.2","","0.0","","0.0","","0.4","","0.4","","4","","33","E","41","E"
"2007-01-17","2007","01","17","","-3.5","","-14.6","","-9.1","","27.1","","0.0","","0.0","","0.2","","0.2","","4","","","","<31",""
"2007-01-18","2007","01","18","","0.7","","-5.5","","-2.4","","20.4","","0.0","","0.0","","0.4","","0.4","","4","","","","<31",""
"2007-01-19","2007","01","19","","0.6","","-6.8","","-3.1","","21.1","","0.0","","0.0","","1.2","","1.0","","5","","29","E","41","E"
"2007-01-20","2007","01","20","","-6.8","","-16.4","","-11.6","","29.6","","0.0","","0.0","","1.6","","1.2","","6","","32","E","37","E"
"2007-01-21","2007","01","21","","-5.4","","-17.9","","-11.7","","29.7","","0.0","","0.0","","0.6","","0.4","","6","","","","<31",""
"2007-01-22","2007","01","22","","-4.2","","-10.2","","-7.2","","25.2","","0.0","","0.0","","2.2","","2.0","","8","","","","<31",""
"2007-01-23","2007","01","23","","-0.7","","-7.5","","-4.1","","22.1","","0.0","","0.0","","0.4","","0.4","","8","","25","E","39","E"
"2007-01-24","2007","01","24","","-1.8","","-11.8","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","T","8","","","","<31",""
"2007-01-25","2007","01","25","","-11.8","","-20.5","","-16.2","","34.2","","0.0","","0.0","","0.0","","0.0","","8","","32","E","41","E"
"2007-01-26","2007","01","26","","-6.1","","-20.9","","-13.5","","31.5","","0.0","","0.0","T","3.0","","1.8","","8","","14","E","32","E"
"2007-01-27","2007","01","27","","-2.9","","-7.4","","-5.2","","23.2","","0.0","","0.8","","0.6","","1.4","","11","","12","E","33","E"
"2007-01-28","2007","01","28","","-3.6","","-14.2","","-8.9","","26.9","","0.0","","0.0","","0.2","","0.2","","11","","","","<31",""
"2007-01-29","2007","01","29","","-6.2","","-18.9","","-12.6","","30.6","","0.0","","0.0","","0.8","","0.6","","11","","26","E","39","E"
"2007-01-30","2007","01","30","","-6.8","","-15.5","","-11.2","","29.2","","0.0","","0.0","","2.6","","1.8","","10","","","","<31",""
"2007-01-31","2007","01","31","","-3.9","","-11.4","","-7.7","","25.7","","0.0","","0.0","","0.0","T","0.0","T","12","","25","E","46","E"
"2007-02-01","2007","02","01","","-2.2","","-8.4","","-5.3","","23.3","","0.0","","0.0","","0.0","T","0.0","T","9","","23","E","37","E"
"2007-02-02","2007","02","02","","-2.3","","-10.7","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","9","","28","E","48","E"
"2007-02-03","2007","02","03","","-7.3","","-13.4","","-10.4","","28.4","","0.0","","0.0","","1.8","","1.4","","9","","25","E","52","E"
"2007-02-04","2007","02","04","","-13.0","","-16.0","","-14.5","","32.5","","0.0","","0.0","","0.0","T","0.0","T","11","","26","E","52","E"
"2007-02-05","2007","02","05","","-9.6","","-17.2","","-13.4","","31.4","","0.0","","0.0","","2.4","","2.4","","10","","25","E","54","E"
"2007-02-06","2007","02","06","","-8.9","","-15.4","","-12.2","","30.2","","0.0","","0.0","","0.0","T","0.0","T","10","","25","E","37","E"
"2007-02-07","2007","02","07","","-6.9","","-15.7","","-11.3","","29.3","","0.0","","0.0","","0.0","T","0.0","T","10","","26","E","52","E"
"2007-02-08","2007","02","08","","-4.6","","-10.0","","-7.3","","25.3","","0.0","","0.0","","0.0","T","0.0","T","9","","25","E","54","E"
"2007-02-09","2007","02","09","","-4.1","","-14.9","","-9.5","","27.5","","0.0","","0.0","","0.0","T","0.0","T","9","","30","E","35","E"
"2007-02-10","2007","02","10","","-4.0","","-10.8","","-7.4","","25.4","","0.0","","0.0","","0.0","T","0.0","T","9","","30","E","41","E"
"2007-02-11","2007","02","11","","-5.6","","-11.6","","-8.6","","26.6","","0.0","","0.0","","0.0","T","0.0","T","8","","25","E","41","E"
"2007-02-12","2007","02","12","","-6.4","","-17.2","","-11.8","","29.8","","0.0","","0.0","","0.0","T","0.0","T","7","","35","E","32","E"
"2007-02-13","2007","02","13","","-14.3","","-19.4","","-16.9","","34.9","","0.0","","0.0","","2.4","","2.8","","7","","5","E","33","E"
"2007-02-14","2007","02","14","","-10.5","","-17.4","","-14.0","","32.0","","0.0","","0.0","","8.6","","8.0","","13","","35","E","41","E"
"2007-02-15","2007","02","15","","-8.8","","-20.9","","-14.9","","32.9","","0.0","","0.0","","0.0","T","0.0","T","17","","29","E","48","E"
"2007-02-16","2007","02","16","","-4.5","","-11.2","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","14","","25","E","46","E"
"2007-02-17","2007","02","17","","-5.1","","-11.4","","-8.3","","26.3","","0.0","","0.0","","0.4","","0.2","","14","","26","E","41","E"
"2007-02-18","2007","02","18","","-8.8","","-18.0","","-13.4","","31.4","","0.0","","0.0","","0.0","T","0.0","T","14","","32","E","50","E"
"2007-02-19","2007","02","19","","-4.5","","-19.1","","-11.8","","29.8","","0.0","","0.0","","0.8","","0.6","","14","","","","<31",""
"2007-02-20","2007","02","20","","4.7","","-5.9","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","15","","","","<31",""
"2007-02-21","2007","02","21","","3.6","","-9.8","","-3.1","","21.1","","0.0","","0.0","","0.0","","0.0","","9","","","","<31",""
"2007-02-22","2007","02","22","","3.7","","-7.5","","-1.9","","19.9","","0.0","","0.0","T","4.2","","4.4","","6","","33","E","67","E"
"2007-02-23","2007","02","23","","-7.4","","-13.4","","-10.4","","28.4","","0.0","","0.0","","0.0","T","0.0","T","5","","33","E","48","E"
"2007-02-24","2007","02","24","","-3.9","","-14.1","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","5","","1","E","32","E"
"2007-02-25","2007","02","25","","-1.0","","-11.1","","-6.1","","24.1","","0.0","","0.0","","4.0","","3.6","","4","","9","E","41","E"
"2007-02-26","2007","02","26","","-2.4","","-5.0","","-3.7","","21.7","","0.0","","0.0","","5.4","","4.4","","7","","","","<31",""
"2007-02-27","2007","02","27","","1.3","","-6.8","","-2.8","","20.8","","0.0","","0.0","","0.4","","0.2","","12","","","","<31",""
"2007-02-28","2007","02","28","","0.8","","-8.6","","-3.9","","21.9","","0.0","","0.0","","0.0","","0.0","","12","","","","<31",""
"2007-03-01","2007","03","01","","-1.1","","-8.5","","-4.8","","22.8","","0.0","","0.6","","9.6","","11.2","","8","","10","E","52","E"
"2007-03-02","2007","03","02","","3.2","","-2.1","","0.6","","17.4","","0.0","","2.4","","0.4","","3.2","","16","","13","E","52","E"
"2007-03-03","2007","03","03","","0.5","","-3.8","","-1.7","","19.7","","0.0","","0.0","","0.4","","0.4","","14","","25","E","41","E"
"2007-03-04","2007","03","04","","-0.4","","-4.7","","-2.6","","20.6","","0.0","","0.0","","0.0","T","0.0","T","14","","29","E","46","E"
"2007-03-05","2007","03","05","","-2.8","","-19.1","","-11.0","","29.0","","0.0","","0.0","","1.0","","1.0","","13","","32","E","65","E"
"2007-03-06","2007","03","06","","-11.9","","-23.4","","-17.7","","35.7","","0.0","","0.0","","0.2","","0.2","","13","","34","E","35","E"
"2007-03-07","2007","03","07","","-5.1","","-18.1","","-11.6","","29.6","","0.0","","0.0","","0.6","","0.4","","14","","","","<31",""
"2007-03-08","2007","03","08","","-4.7","","-11.0","","-7.9","","25.9","","0.0","","0.0","","0.0","T","0.0","T","14","","","","<31",""
"2007-03-09","2007","03","09","","-0.8","","-10.9","","-5.9","","23.9","","0.0","","0.0","","0.0","T","0.0","T","12","","12","E","33","E"
"2007-03-10","2007","03","10","","6.6","","-5.1","","0.8","","17.2","","0.0","","2.0","","0.0","T","2.0","","11","","28","E","35","E"
"2007-03-11","2007","03","11","","6.5","","-1.8","","2.4","","15.6","","0.0","","0.0","","0.0","T","0.0","T","4","","34","E","35","E"
"2007-03-12","2007","03","12","","6.7","","-3.4","","1.7","","16.3","","0.0","","0.4","","0.0","T","0.4","","3","","","","<31",""
"2007-03-13","2007","03","13","","15.4","","0.3","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","1","","22","E","32","E"
"2007-03-14","2007","03","14","","13.7","","3.6","","8.7","","9.3","","0.0","","0.4","","0.0","","0.4","","0","","33","E","41","E"
"2007-03-15","2007","03","15","","3.7","","-4.2","","-0.3","","18.3","","0.0","","0.0","","0.0","","0.0","","0","","34","E","39","E"
"2007-03-16","2007","03","16","","-2.4","","-7.1","","-4.8","","22.8","","0.0","","0.0","","3.2","","3.0","","0","","4","E","35","E"
"2007-03-17","2007","03","17","","0.2","","-7.7","","-3.8","","21.8","","0.0","","0.0","","1.6","","1.2","","5","","32","E","54","E"
